
2020-04-30T23:,8488,1043
2020-05-31T13:,18086,3909
2020-06-30T12:,37514,10233
2020-07-31T16:,93354,65178
2020-08-31T05:,217396,157403
2020-09-28T18:,307288,5381
2020-10-27T18:,373144,328602
2020-11-30T13:,431630,398658
2020-12-31T19:,474064,439796
2021-01-31T13:,525618,487551
2021-02-14T06:,547255,500781
